Colaborador,Fuente,Seudonimo,Sexo,Origen,Nacimiento,Muerte,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,Otras fuentes,
"Louÿs, Pierre",https://es.wikipedia.org/wiki/Pierre_Lou%C3%BFs,,M,Francia,1870,1925,118780557,Q334958,"Louÿs, Pierre",Männlich,1870-12-10,1925-06-04,Gent,Belgien,Pierre Louÿs,male,Ghent,Belgium,1870-12-10,1925-06-04,"Louÿs, Pierre, 1870-1925.",https://viaf.org/viaf/49228364/,,
"Lovell, Mary Frances",https://books.google.com.co/books?id=mVArEAAAQBAJ&pg=PA220&source=gbs_toc_r&cad=3#v=onepage&q&f=false,,F,Reino Unido,1844,1932,,,,,,,,,,,,,,,,,,
"Lowell, Amy",https://es.wikipedia.org/wiki/Amy_Lowell,,F,Estados Unidos,1874,1925,118780603,Q265841,,,,,,,,,,,,,,,,
"Lozada Díaz, Demetrio","Gaviria Liébano, E. Política Exterior de Colombia; Boletín Historial, 1926",,M,Venezuela,,,,,,,,,,,,,,,,,,,,
"Lozano Garcés, Ramón",https://publicaciones.banrepcultural.org/index.php/boletin_cultural/article/view/1720/1774,"Garcés, Higinio",M,Colombia,,,,,,,,,,,,,,,,,,http://viaf.org/viaf/70975126,,
"Lozano y Lozano, Fabio",https://d-nb.info/gnd/101797053X,,M,Colombia,,,101797053X,,"Lozano y Lozano, Fabio",Unbekannt,,,,,"Lozano y Lozano, Fabio",,,,,,"Lozano y Lozano, Fabio",http://viaf.org/viaf/220813312,220813312,
"Lozano y Lozano, Juan",https://www.wikidata.org/wiki/Q40686924,,M,Colombia,1902,1979,1191139239,Q40686924,"Lozano y Lozano, Juan",Unbekannt,1902-04-06,1979-11-06,Ibagué,Kolumbien,Juan Lozano y Lozano,male,Ibagué,Colombia,1902-04-06,1979-11-06,"Lozano y Lozano, Juan",http://viaf.org/viaf/50548323,50548323,
"Lozano, Carlos T.",Sánchez: Diccionario,Carloza,M,Colombia,1895,,,,,,,,,,,,,,,,,,,
"Lugo Porras, Rafael",https://www.wikidata.org/wiki/Q6309071; Sánchez: Diccionario,Julio Abril,M,Colombia,1911,1973,,Q6309071,"Abril, Julio",,,,,,Julio Abril,male,,,1911-08-20T00:00:00Z,1973-09-23T00:00:00Z,"Abril, Julio",,,
"Lugones, Leopoldo",https://d-nb.info/gnd/118780794,Gil Paz,M,Argentina,1874,1938,118780794,Q188875,,,,,,,,,,,,,,http://viaf.org/viaf/54160474,54160474,
"Luisi, Luisa",https://es.wikipedia.org/wiki/Luisa_Luisi,"Luisi Janicki, Luisa",F,Uruguay,1883,1940,1056355344,Q5984677,,,,,,,,,,,,,,"https://viaf.org/viaf/58951799/#Luisi,_Luisa,_1883-1940",,
"Lyly, Jhon",https://en.wikipedia.org/wiki/John_Lyly,NA,M,Reino Unido,1553 o 1554,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Mac Douall, Roberto",https://www.wikidata.org/wiki/Q6109852,,M,Colombia,1850,1921,,Q6109852,"Mac Douall, Roberto",,,,,,Roberto Mac-Douall,male,Zipaquirá,Colombia,1850-09-06T00:00:00Z,1921-08-20T00:00:00Z,"Mac Douall, Roberto",http://viaf.org/viaf/99388973,99388973,
"Machado de Assis, Joaquim María",https://es.wikipedia.org/wiki/Joaquim_Machado_de_Assis,Machado de Assis,M,Brasil,1839,1908,118640747,Q311145,,,,,,,,,,,,,,http://viaf.org/viaf/95151633,,
"Machado, Gonzalo",https://www.wikidata.org/wiki/Q60603701,,M,España,1660,1732,,Q60603701,"Machado, Gonzalo",,,,,,"Machado, Gonzalo",male,,España,1660-01-01,1732-12-29,"Machado, Gonzalo",,,
"Machado, Manuel",http://viaf.org/viaf/34524742,,M,España,1874,1947,,,,,,,,,,,,,,,,,,
"Madiedo, Manuel María",https://www.wikidata.org/wiki/Q22212108,,M,Colombia,1815,1888,,Q22212108,"Madiedo, Manuel María",,,,,,"Madiedo, Manuel María",male,Cartagena de Indias,Colombia,1815-09-15,1888-09-06,"Madiedo, Manuel María",http://viaf.org/viaf/43415448,43415448,
"Madrid Malo, Néstor",https://d-nb.info/gnd/1057187887,,M,Colombia,1918,1989,1057187887,,"Madrid Malo, Néstor",Unbekannt,1918,1989,,,"Madrid Malo, Néstor",,,,,,"Madrid Malo, Néstor",,,
"Maeterlinck, Maurice",https://www.wikidata.org/wiki/Q49747,,M,Bélgica,1862,1949,118576089,Q49747,"Maeterlinck, Maurice",Männlich,1862-08-29,1949-05-06,Gent,Belgien,Maurice Maeterlinck,male,Ghent,Belgium,1862-08-29,1949-05-06,"Maeterlinck, Maurice",http://viaf.org/viaf/2473791,2473791,
"Maeztu, Ramiro de",https://es.wikipedia.org/wiki/Ramiro_de_Maeztu,,M,España,1874,,119013886,Q1340223,,,,,,,,,,,,,,"https://viaf.org/viaf/34495436/#Maeztu,_Ramiro_de,_1875-1936.",,
"Magallanes Moure, Manuel",http://viaf.org/viaf/1549102,,M,Chile,1878,1924,,,,,,,,,,,,,,,,,,
"Magrassi, Alejandro","http://viaf.org/viaf/310591280; https://viaf.org/viaf/310591280/#Magrassi,_Alejandro",,M,Argentina,,,https://d-nb.info/gnd/1057672408,,,,,,,,,,,,,,,https://viaf.org/viaf/310591280/,,
"Maizeroy, René",https://www.wikidata.org/wiki/Q16889649,,M,Francia,1856,1918,116691514,Q16889649,"Maizeroy, René",Männlich,1856,1918,Metz,Frankreich,René Maizeroy,male,Metz,France,1856-05-02,1918-11-01,"Maizeroy, René",http://viaf.org/viaf/51720513,51720513,
"Majocch, María P.",https://it.wikipedia.org/wiki/Maria_Majocchi,NA,F,Italia,1864,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Mallarino, Juan D.",https://repository.urosario.edu.co/server/api/core/bitstreams/f50cb570-cd95-4d94-ab61-ab43d06ad72a/content,,M,Colombia,,1910,,,,,,,,,,,,,,,,,,
"Mallarmé, Stéphane",http://viaf.org/viaf/51692711,,M,Francia,1842,1898,,,,,,,,,,,,,,,,,,
"Mandolini, Hernani",,NA,M,Argentina,1892,1945,,,,,,,,,,,,,,,,,https://cdsa.aacademica.org/000-010/560.pdf,
"Manrique Sánchez, Ramón",QeQ Ven.; Sánchez: Diccionario,,M,Colombia,1894,,,,"Manrique Sánchez, Ramón",,,,,,"Manrique Sánchez, Ramón",,,,,,"Manrique Sánchez, Ramón",,,
"Manrique Terán, Guillermo",Minchero; Sánchez: Diccionario,Guimat,M,Colombia,1889,,,,,,,,,,,,,,,,,,,
"Manrique, Jorge",,,M,España,1440,1479,https://d-nb.info/gnd/11878160X,https://www.wikidata.org/wiki/Q389233,,,,,,,,,,,,,,http://viaf.org/viaf/51692805,,
"Manrique, Pedro Carlos",https://museonacional.gov.co/noticias/Paginas/Al%20auxilio%20de%20la%20palabra%20escrita.aspx,,M,Colombia,1869,1927,,,,,,,,,,,,,,,,,,
"Mantegazza, Paolo",,,M,Italia,1831,1910,https://d-nb.info/gnd/119032430,https://www.wikidata.org/wiki/Q1235251,https://www.wikidata.org/wiki/Q1235251,,,,,,,,,,,,,http://viaf.org/viaf/51791211,,
"Mantilla, Víctor G.",,,M,Perú,1865,1906,,,,,,,,,,,,,,,,http://viaf.org/viaf/18540652,,
"Maragall, Juan",https://www.wikidata.org/wiki/Q562402,,M,España,1860,1911,118640887,Q562402,"Maragall, Joan",Männlich,1860-01-01,1911-12-20,Barcelona,Spanien,Joan Maragall,male,Barcelona,España,1860-10-10,1911-12-20,"Maragall, Juan",http://viaf.org/viaf/490145858105823022195,"4,90E+20",
Marco Aurelio,https://es.wikipedia.org/wiki/Marco_Aurelio,,M,Italia,161,180,,Q1430,,,,,,,,,,,,,,"https://viaf.org/viaf/102895066/#Marco_Aurelio,_Emperador_de_Roma",,
"Marín, Abel",Nieto; Michero; Echavarría,,M,Colombia,1888,1950,,,,,,,,,,,,,,,,,,
"Márquez Bravo, Tomás",https://d-nb.info/gnd/1204169721; González/Zafir; Sánchez: Diccionario,Márquez Tomás,M,Colombia,1890,1940,1204169721,,"Márquez, Tomás",Unbekannt,1890,1940,Medellin,Kolumbien,"Márquez, Tomás",,,,,,"Márquez, Tomás",http://viaf.org/viaf/7767158127396815150001,"7,77E+21",
"Márquez Cuervo, Carlos",https://es.wikipedia.org/wiki/Carlos_Cuervo_M%C3%A1rquez,,M,Colombia,1858,1930,1056269200,Q109855072,,,,,,,,,,,,,,http://viaf.org/viaf/75220602,,
"Márquez, Gema",Sánchez: Diccionario,,M,Colombia,1921,,,,"Márquez, Gema",,,,,,"Márquez, Gema",,,,,,"Márquez, Gema",,,
"Marquina, Eduardo",https://www.wikidata.org/wiki/Q686570,,M,España,1879,1946,118782061,Q686570,"Marquina, Eduardo",Unbekannt,1879,1946,Barcelona,Spanien,Eduardo Marquina,male,Barcelona,España,1879-01-21,1946-11-21,"Marquina, Eduardo, 1879-1946.",https://viaf.org/viaf/12461704/,,
"Marquina, Pedro",https://es.wikipedia.org/wiki/Pedro_Marquina_Dut%C3%BA,"Marquina Dutú, Pedro",M,España,1834,1836,1056289813,Q16617518,,,,,,,,,,,,,,"https://viaf.org/viaf/86942762/#Marquina,_Pedro_1834-1886",,
"Marquina, Rafael",,NA,M,España,1887,1960,1146314663,,"Marquina, Rafael",,1887,1960,,Spanien,,,,,,,"Marquina, Rafael",https://viaf.org/viaf/87843521/,https://dbe.rah.es/biografias/68160/rafael-marquina,
"Marroquín, José Manuel",https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Marroqu%C3%ADn,,M,Colombia,1827,1908,105643547X,Q2838418,"Marroquín, José Manuel",Unbekannt,1827-08-06,1908-09-19,Bogotá,Kolumbien,Manuel Marroquín,male,Bogotá,Colombia,1827-08-06,1908-09-19,"Marroquín, José Manuel",http://viaf.org/viaf/310563152,310563152,
"Marroquín, Lorenzo",https://d-nb.info/gnd/1055473084,,M,Colombia,1856,1918,1055473084,,"Marroquín, Lorenzo",Unbekannt,1856,1918,,,"Marroquín, Lorenzo",,,,,,"Marroquín, Lorenzo",http://viaf.org/viaf/77933834,77933834,
"Martán Góngora, Helcías",https://d-nb.info/gnd/13146602X,,M,Colombia,1920,1984,13146602X,,"Martán Góngora, Helcías",Unbekannt,1920-02-27,1984-04-16,,,"Martán Góngora, Helcías",,,,,,"Martán Góngora, Helcías",http://viaf.org/viaf/9969709,9969709,
"Martín de Moussy, Victor",https://www.wikidata.org/wiki/Q6002333,,M,Francia,1810,1869,,Q6002333,,,,,,,,,,,,,,"https://viaf.org/viaf/51723770/#Martin_de_Moussy,_Victor,_1810-1869",,
"Martín Mateos, Nicomedes",https://es.wikipedia.org/wiki/Nicomedes_Mart%C3%ADn_Mateos,,M,España,1806,1890,,Q20668860,,,,,,,,,,,,,,http://viaf.org/viaf/169257000,,
"Martín, Carlos",https://www.wikidata.org/wiki/Q18018987,,M,Colombia,1914,2008,1057512192,Q18018987,"Martín, Carlos",Unbekannt,1914,2008,,,Carlos Martín Fajardo,male,Chiquinquirá,Colombia,1914-01-16T00:00:00Z,2008-12-13T00:00:00Z,"Martín, Carlos",,,
"Martínez de Nisser, María",https://www.wikidata.org/wiki/Q4750435,,F,Colombia,1812,1872,140620044,Q4750435,"Martínez de Nisser, María",Unbekannt,1812,1872-09-18,,,Ana María Martínez de Nisser,female,1812-12-06T00:00:00Z,1872-09-18T00:00:00Z,Sonsón,Colombia,"Martínez de Nisser, María, 1812-1872",http://viaf.org/viaf/24692557,24692557,
"Martínez Delgado, Antonio",Sánchez: Diccionario,,M,Colombia,1893,1933,,,"Martínez Delgado, Antonio",,,,,,"Martínez Delgado, Antonio",,,,,,"Martínez Delgado, Antonio",,,
"Martínez Delgado, Luis",https://acortar.link/snUKPm,NA,M,Colombia,1894,1980,https://d-nb.info/gnd/1146342357,,"Martínez Delgado, Luis",NA,1897,NA,NA,NA,Luis Martínez Delgado,M,NA,NA,NA,NA,"Martínez Delgado, Luis",http://viaf.org/viaf/18530903,,
"Martínez Echeverri, Luis",Gallo Martínez,,M,Colombia,1902,,,,,,,,,,,,,,,,,,,
"Martínez Lozano, Joaquín","Ossorio y Bernard, Manuel. Ensayo de un catálogo de periodistas españoles del siglo XIX",,M,España,,,,,,,,,,,,,,,,,,,,
"Martínez Mutis, Aurelio",https://www.wikidata.org/wiki/Q16489216,,M,Colombia,1884,1894,1057044032,Q16489216,"Martínez Mutis, Aurelio",Unbekannt,1884,1954,,Kolumbien,Aurelio Martínez Mutis,male,Bucamaranga,Colombia,1884-04-09,1954-10-23,"Martínez Mutis, Aurelio",https://viaf.org/viaf/44340956/,44340956,
"Martínez Riestra, Ceferino","Palomino Arjona, Manuel. Dramaturgia asturiana contemporánea, 2018; Suárez, Constantino. Escritores y artistas asturianos, 1956.",,M,España,1880,1973,,,,,,,,,,,,,,,,,,
"Martínez Rivas, Federico","Sánchez: Diccionario; Ardila A., Héctor M.; Viscaino, Inés: Hombres y Mujeres en las Letras de Colombia. - Santa Fé de Bogotá : Colección Aula Abierta. Cooperativa Editorial Magisterio, 1998",,M,Colombia,1889,1912,,,"Martínez Rivas, Federico",,,,,,,,,,,,,,,
"Martínez Ruiz, José",http://viaf.org/viaf/2479761,Azorín,M,España,1873,1967,,,,,,,,,,,,,,,,,,
"Martínez Santamaría, Jorge",Viaf,,M,Colombia,1886,1922,,,,,,,,,,,,,,,"Martínez Santamaría, Jorge",http://viaf.org/viaf/38927018,,
"Martínez Sierra, Gregorio",https://es.wikipedia.org/wiki/Gregorio_Mart%C3%ADnez_Sierra,,M,España,1881,1947,118782312,Q1137438,"Martínez Sierra, Gregorio",Männlich,1881,1947,Madrid,Spanien,Gregorio Martínez Sierra,male,Madrid,España,1881-05-06,1947-10-01,"Martínez Sierra, Gregorio",http://viaf.org/viaf/49350022,,
"Martínez Silva, Carlos",https://www.wikidata.org/wiki/Q2883932,,M,Colombia,1847,1903,1055298908,Q2883932,"Martínez Silva, Carlos",Unbekannt,1847,1903,,,Carlos Martínez Silva,male,San Gil,Colombia,1847-10-06,1903-02-10,"Martínez Silva, Carlos",http://viaf.org/viaf/5088140,5088140,
"Martínez Toro, Bernardo",Gallo Martínez,Nano,M,Colombia,1895,1954,,,,,,,,,,,,,,,,,,
"Martínez Uribe, Juan Cristóbal",QeQ Ven.; Sánchez: Diccionario,Juancé,M,Colombia,1896,1959,,,,,,,,,,,,,,,,,,
"Martínez Villegas, Eduardo",,NA,M,Colombia,1821,1929,,,,,,,,,,,,,,,,,https://www.eldiario.com.co/seccion-d/las-artes/noticia-de-eduardo-martinez-villegas/,
"Martínez Villergas, Juan",https://es.wikipedia.org/wiki/Juan_Mart%C3%ADnez_Villergas,,M,España,1817,1894,,Q5951343,,,,,,,,,,,,,,"https://viaf.org/viaf/13985017/#Mart%C3%ADnez_Villergas,_Juan,_1817-1894",,
"Martínez, Juan Cristóbal",https://acortar.link/HcKSN5,NA,M,Colombia,1896,1959,https://d-nb.info/gnd/1300481994,NA,"Martínez Uribe, Juan Cristóbal",M,1896,1959,NA,Colombia,NA,NA,NA,NA,NA,NA,"Martínez Uribe, Juan Cristóbal",http://viaf.org/viaf/163182003,,
"Martínez, Marcial",https://es.wikipedia.org/wiki/Marcial_Mart%C3%ADnez_Cuadros,,M,Chile,1832,1918,1293556882,Q5996122,,,,,,,,,,,,,,"https://viaf.org/viaf/73410445/#Mart%C3%ADnez,_Marcial",,
"Martón é Izaguirre, J.","Ossorio y Bernard, Manuel: Ensayo de un catálogo de periodistas españoles del siglo XIX. - Madrid : Palacios, 1903-1904",,M,España,,,,,,,,,,,,,,,,,,,,
"Más y Pi, Juan",,,M,Argentina,1878,1916,https://d-nb.info/gnd/1217272135,https://www.wikidata.org/wiki/Q42399298,,,,,,,,,,,,,,http://viaf.org/viaf/28302237,,
"Maseras, Alfonso",https://ca.wikipedia.org/wiki/Alfons_Maseras_i_Galt%C3%A9s,,M,España,1884,1939,119458411,Q11904945,,,,,,,,,,,,,,,,
"Massé, Pierre Benjamín Daniel",https://fr.wikipedia.org/wiki/Pierre_Mass%C3%A9,NA,M,Francia,1898,1987,https://d-nb.info/gnd/129410578,https://www.wikidata.org/wiki/Q3386191,"Massé, Pierre",NA,1898,1987,NA,Francia,Pierre Massé,M,Distrito 16 de París,Francia,13 de January de 1898,32126,"Massé, Pierre",http://viaf.org/viaf/92140116,,
"Masterman, Charles Frederick Gurney",Viaf,"Masterman, C. F. G.",M,Reino Unido,1873,1927,120411091,Q2898523,"Masterman, Charles",männlich,1873,1927,London,Großbritannien,Charles Masterman,,,United Kingdom,1873-10-24,10183,"Masterman, Charles F. G. (Charles Frederick Gurney)",,,
"Masur, Gerhard",https://es.wikipedia.org/wiki/Gerhard_Masur,,M,Alemania,1901,1975,118919598,Q19502414,,,,,,,,,,,,,,"https://viaf.org/viaf/34501500/#Masur,_Gerhard,_1901-1975",,
"Mateus, Jorge",http://www.iberoamericadigital.net/BDPI/CompleteSearch.do?field=todos&text=Mateus%2c+Jorge&languageView=es&pageSizeAbrv=20&pageSize=1&pageNumber=6     Orjuela: Bibliografía:,,M,Colombia,1880,1935,,,,,,,,,,,,,,,,,,
